title,genres,vote_average
The Sessions,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",6.6
Living with the Fosters,"[{'id': 35, 'name': 'Comedy'}]",0.0
Lana Turner... a Daughter's Memoir,"[{'id': 99, 'name': 'Documentary'}]",9.0
Making the Earth Stand Still,"[{'id': 99, 'name': 'Documentary'}]",0.0
Remember the Day,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.0
A Child Is Waiting,"[{'id': 18, 'name': 'Drama'}]",6.1
Salvage,"[{'id': 27, 'name': 'Horror'}]",4.8
Submarine X-1,"[{'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}]",5.3
Rid Of Me,"[{'id': 35, 'name': 'Comedy'}]",5.0
What Richard Did,"[{'id': 18, 'name': 'Drama'}]",5.5
Kounterfeit,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",4.5
Watch the Shadows Dance,"[{'id': 28, 'name': 'Action'}]",5.2
Smashed,"[{'id': 18, 'name': 'Drama'}]",6.3
Splinterheads,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.1
The Babysitters,"[{'id': 18, 'name': 'Drama'}]",5.1
The Juche Idea,[],5.0
Wreck-It Ralph,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",7.1
Lookin' to Get Out,"[{'id': 35, 'name': 'Comedy'}]",5.3
Diplomatic Siege,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",4.7
Silver Linings Playbook,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",7.0
Flight,"[{'id': 18, 'name': 'Drama'}]",6.5
Five Broken Cameras,"[{'id': 10752, 'name': 'War'}, {'id': 99, 'name': 'Documentary'}]",7.8
Anna Karenina,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.5
Life of Pi,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",7.2
The Saint In London,"[{'id': 9648, 'name': 'Mystery'}]",5.4
The Day,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",4.8
Two Days In April,"[{'id': 99, 'name': 'Documentary'}]",8.0
The Man with the Iron Fists,"[{'id': 28, 'name': 'Action'}]",5.2
Back to Stay,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",6.5
Gable: The King Remembered,"[{'id': 99, 'name': 'Documentary'}]",0.0
Excision,"[{'id': 27, 'name': 'Horror'}]",5.9
The Other Son,"[{'id': 18, 'name': 'Drama'}]",6.1
Bait,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",5.4
Gallowwalkers,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",4.0
Rosencrantz and Guildenstern Are Undead,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",4.3
Mother Knows Best,[],3.0
Wake in Fright,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",7.6
Won't Back Down,"[{'id': 18, 'name': 'Drama'}]",5.8
The Bay,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.5
Union Square,"[{'id': 18, 'name': 'Drama'}]",5.5
The Hypnotist,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.3
Student of the Year,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",6.2
"Madrid, 1987","[{'id': 18, 'name': 'Drama'}]",6.3
Single White Female 2: The Psycho,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",4.0
One Man's Fate,"[{'id': 18, 'name': 'Drama'}]",0.0
The Details,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",5.9
Jack & Diane,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",4.3
A Late Quartet,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",6.6
Vexille,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",6.8
Sleepless Night,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",6.0
The Age of Innocence,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0.0
Atomic Twister,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",4.4
Bear with Me,"[{'id': 10751, 'name': 'Family'}]",5.0
Children of the Living Dead,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",3.0
The Lady,"[{'id': 18, 'name': 'Drama'}]",6.9
The Rutles 2: Can't Buy Me Lunch,"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",7.2
Fate of a Man,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",7.3
All About Actresses,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.3
Goal! III : Taking On The World,"[{'id': 18, 'name': 'Drama'}]",3.8
Stolen,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.1
Amour,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.5
Something's Gonna Live,"[{'id': 99, 'name': 'Documentary'}]",9.0
Himizu,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",7.4
Brooklyn Castle,"[{'id': 99, 'name': 'Documentary'}]",7.5
The Well Digger's Daughter,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.7
The Ambush: Incident at Blood Pass,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",6.6
Jiang Hu,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",6.9
I Accuse,"[{'id': 53, 'name': 'Thriller'}]",5.3
Death Weekend,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",6.4
H.P. Lovecraft's The Tomb,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1.4
Jackass 3.5,"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}, {'id': 28, 'name': 'Action'}]",6.0
Labor Pains,"[{'id': 35, 'name': 'Comedy'}]",5.2
Cockneys vs Zombies,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",5.8
28 Hotel Rooms,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.0
Citadel,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.1
Dangerous Liaisons,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.0
Blood Tide,"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 10769, 'name': 'Foreign'}]",5.8
The Scorpion King 3: Battle for Redemption,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",3.9
Wishmaster 2: Evil Never Dies,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}]",5.0
Indie Game: The Movie,"[{'id': 99, 'name': 'Documentary'}]",7.4
"Batman: The Dark Knight Returns, Part 1","[{'id': 28, 'name': 'Action'}, {'id': 16, 'name': 'Animation'}]",7.7
Capital,"[{'id': 18, 'name': 'Drama'}]",5.4
Beloved Berlin Wall,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",7.8
Meet Monica Velour,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.5
Thurgood,"[{'id': 18, 'name': 'Drama'}]",5.8
The Conscientious Objector,"[{'id': 99, 'name': 'Documentary'}]",7.0
Kill Me Please,"[{'id': 35, 'name': 'Comedy'}]",7.1
Lincoln,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",6.7
Nature Calls,"[{'id': 35, 'name': 'Comedy'}]",3.9
Babbitt,"[{'id': 18, 'name': 'Drama'}]",0.0
In Their Sleep,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",5.1
Requiem for a Killer,"[{'id': 53, 'name': 'Thriller'}]",4.6
La Bohème,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",5.0
The Caine Mutiny Court-Martial,[],3.0
Vamps,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 27, 'name': 'Horror'}]",4.9
Cash on Demand,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",6.3
The Naughty Room,[],0.0
The Moth Diaries,"[{'id': 27, 'name': 'Horror'}]",4.8
Joe + Belle,"[{'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",6.9
The Invisible War,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 99, 'name': 'Documentary'}]",7.4
OMG: Oh My God!,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",7.1
The Strawberry Statement,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4.9
The Twilight Saga: Breaking Dawn - Part 2,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.1
Shakespeare High,"[{'id': 99, 'name': 'Documentary'}]",6.5
The Circle,"[{'id': 35, 'name': 'Comedy'}]",7.0
A Holiday Engagement,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.2
The Tiger Brigades,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",5.8
The Year 01,"[{'id': 35, 'name': 'Comedy'}]",7.6
Walter,"[{'id': 18, 'name': 'Drama'}]",5.3
10 Years,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",5.7
Price Check,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",5.5
Red Dawn,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5.3
Starry Starry Night,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",6.9
Rise of the Guardians,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",7.1
The Seafarers,"[{'id': 99, 'name': 'Documentary'}]",4.0
The Counterfeiters of Paris,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",7.1
Kabei: Our Mother,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",7.1
Samurai Banners,"[{'id': 28, 'name': 'Action'}]",7.9
Murder on Flight 502,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",5.0
Amor?,"[{'id': 18, 'name': 'Drama'}]",0.0
The Last Trapper,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",6.9
Le Poulpe,"[{'id': 35, 'name': 'Comedy'}]",6.5
Locked Out,"[{'id': 35, 'name': 'Comedy'}]",5.9
A Fantastic Fear of Everything,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",5.7
Fire Over England,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",6.9
Fog Over Frisco,"[{'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",6.5
Ten Seconds to Hell,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",6.2
Storage 24,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",3.9
Tokio Baby,[],2.0
Deadfall,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5.6
Skirt Day,"[{'id': 18, 'name': 'Drama'}]",7.2
So Big!,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",4.3
The Singing Marine,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",0.0
The Great Diamond Robbery,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",0.0
Two Sisters From Boston,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",0.0
The Quare Fellow,"[{'id': 18, 'name': 'Drama'}]",6.8
Chronicle of My Mother,"[{'id': 18, 'name': 'Drama'}]",6.6
"Moral Tales, Filmic Issues","[{'id': 99, 'name': 'Documentary'}]",0.0
97 Percent True,"[{'id': 99, 'name': 'Documentary'}]",0.0
Les modèles de 'Pickpocket',"[{'id': 99, 'name': 'Documentary'}]",0.0
The Confession,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.0
Lovely to Look At,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",0.0
Excuse My Dust,"[{'id': 35, 'name': 'Comedy'}]",0.0
Watch the Birdie,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}]",5.7
Putin’s Kiss,"[{'id': 10769, 'name': 'Foreign'}, {'id': 99, 'name': 'Documentary'}]",5.0
Journey to Saturn,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",4.9
Byzantium,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}]",6.1
Buzzkill,"[{'id': 35, 'name': 'Comedy'}]",2.9
The Perfect Family,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",4.7
Halo 4: Forward Unto Dawn,"[{'id': 878, 'name': 'Science Fiction'}]",6.4
Step Up Revolution,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.7
The Yellow Cab Man,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0.0
Four More Years,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.6
Hellraiser: Revelations,"[{'id': 27, 'name': 'Horror'}]",3.0
Welcome to Sherwood! The Story of 'The Adventures of Robin Hood',"[{'id': 99, 'name': 'Documentary'}]",6.0
Jungle de Ikou,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",6.5
Making 'The New World',"[{'id': 99, 'name': 'Documentary'}]",0.0
The Lost Missile,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",4.3
Nightmare Man,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",4.0
Cry Wolf,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",5.6
Imaginaerum,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",5.7
Hold Up,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",6.8
Tarda estate,"[{'id': 18, 'name': 'Drama'}]",0.0
Raw Deal: A Question Of Consent,"[{'id': 99, 'name': 'Documentary'}]",0.0
Budd Boetticher: An American Original,"[{'id': 99, 'name': 'Documentary'}]",0.0
The Footprints of a Spirit,"[{'id': 99, 'name': 'Documentary'}]",0.0
James Dean Remembered,[],0.0
Our Town,"[{'id': 18, 'name': 'Drama'}]",0.0
Bed of Roses,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",0.0
Division III: Football's Finest,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",4.6
Rebecca of Sunnybrook Farm,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",6.6
Mark Twain,"[{'id': 99, 'name': 'Documentary'}]",5.9
DMT: The Spirit Molecule,"[{'id': 99, 'name': 'Documentary'}]",6.0
Mac & Devin Go to High School,"[{'id': 35, 'name': 'Comedy'}]",4.9
A Burning Hot Summer,"[{'id': 18, 'name': 'Drama'}]",5.3
A Kiss for Corliss,"[{'id': 35, 'name': 'Comedy'}]",0.0
Adventure in Baltimore,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",4.8
Baby Take a Bow,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",5.2
The Tempest,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",0.0
New Fist of Fury,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",5.4
The Killer Meteors,"[{'id': 28, 'name': 'Action'}, {'id': 10769, 'name': 'Foreign'}, {'id': 53, 'name': 'Thriller'}]",5.4
Shaolin Wooden Men,"[{'id': 28, 'name': 'Action'}]",5.9
The 36 Crazy Fists,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",5.0
The Sleeping Car Murder,"[{'id': 80, 'name': 'Crime'}]",6.9
Let's Not Get Angry,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",7.4
Hothead,"[{'id': 35, 'name': 'Comedy'}]",6.5
Poolboy - Drowning Out the Fury,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",4.3
The Poll Diaries,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",6.8
Aftermath,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.0
Paperman,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",8.0
To Kill with Intrigue,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",5.9
Magnificent Bodyguards,"[{'id': 28, 'name': 'Action'}]",7.0
Fearless Hyena,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",6.8
Dragon Fist,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",6.7
Half a Loaf of Kung Fu,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",6.8
We Should Not Exist,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.8
Erreur de la banque en votre faveur,"[{'id': 35, 'name': 'Comedy'}]",5.5
Kirikou and the Wild Beasts,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",6.1
The Statue of Liberty,"[{'id': 36, 'name': 'History'}, {'id': 99, 'name': 'Documentary'}]",0.0
Slingshot,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",4.0
Brooklyn Bridge,"[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",6.0
Arcade,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5.0
Jude the Obscure,"[{'id': 18, 'name': 'Drama'}]",0.0
Paramore: The Final Riot!,"[{'id': 10402, 'name': 'Music'}]",10.0
Bad Ass,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",5.3
Nativity!,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",6.2
A Christmas Story 2,"[{'id': 35, 'name': 'Comedy'}]",4.1
Elevator Girl,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",4.8
Fantasy Mission Force,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",5.6
Fearless Hyena Part II,"[{'id': 28, 'name': 'Action'}]",6.5
Recoil,"[{'id': 28, 'name': 'Action'}]",5.0
Ghost Voyage,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",5.4
"Peace, Love & Misunderstanding","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",5.7
The Congress,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 16, 'name': 'Animation'}]",6.4
Fever,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",5.0
Made in Mexico,"[{'id': 10402, 'name': 'Music'}, {'id': 10769, 'name': 'Foreign'}, {'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",5.8
Hitchcock,"[{'id': 18, 'name': 'Drama'}]",6.3
Caesar Must Die,"[{'id': 18, 'name': 'Drama'}, {'id': 99, 'name': 'Documentary'}]",6.6
Interceptor,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",5.6
Now Where Did the Seventh Company Get to?,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",7.1
Other Worlds,"[{'id': 99, 'name': 'Documentary'}]",5.9
Peppermint Soda,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",7.0
American Roulette,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10769, 'name': 'Foreign'}]",4.0
From Up on Poppy Hill,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}]",7.6
Redline,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 16, 'name': 'Animation'}]",7.3
Honeymoon,"[{'id': 35, 'name': 'Comedy'}]",6.5
Just Around the Corner,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",7.7
Kathleen,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.0
Burn Up!,"[{'id': 16, 'name': 'Animation'}]",5.0
Lulu in Berlin,"[{'id': 99, 'name': 'Documentary'}]",0.0
The time and patience,[],0.0
Welcome to the Space Show,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",6.2
Winners & Sinners,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",6.3
Barry Munday,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.3
Purge,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",6.7
The Day He Arrives,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",6.9
My Lucky Stars,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",6.6
"Twinkle, Twinkle, Lucky Stars","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",6.4
Kiss and Tell,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",0.0
"Oui, mais...","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.9
Space Adventure Cobra,"[{'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}]",6.0
L'aventure c'est l'aventure,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",6.6
A Season for Miracles,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7.5
The Awful Truth,[],0.0
1911,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",5.0
Looking for Jackie,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10769, 'name': 'Foreign'}]",4.4
The Shaolin Temple,"[{'id': 28, 'name': 'Action'}]",7.2
Shaolin Temple 2: Kids from Shaolin,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",6.2
Carol Channing: Larger Than Life,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",0.0
Memory,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",4.7
Martial Arts of Shaolin,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",6.8
Snowmageddon,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",5.0
Stand Up and Fight,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",0.0
